CleansedReadCode,Term,Disease,SnomedCTConceptId
C370.12,Mucoviscidosis,Cystic Fibrosis,190905008
C370.11,Fibrocystic disease,Cystic Fibrosis,190905008
C370.00,Cystic fibrosis,Cystic Fibrosis,190905008
C10N100,Cystic fibrosis related diabetes mellitus,Cystic Fibrosis,426705001
66k..00,Cystic fibrosis monitoring,Cystic Fibrosis,515611000000104
E004200,Arteriosclerotic dementia with paranoia,Dementia,191465006
E004300,Arteriosclerotic dementia with depression,Dementia,191466007
E004z00,Arteriosclerotic dementia NOS,Dementia,56267009
E00y.00,Other senile and presenile organic psychoses,Dementia,268612007
E00y.11,Presbyophrenic psychosis,Dementia,231438001
E00z.00,Senile or presenile psychoses NOS,Dementia,268612007
E041.00,Dementia in conditions EC,Dementia,191519005
Eu00.00,[X]Dementia in Alzheimer's disease,Dementia,26929004
Eu00011,"[X]Presenile dementia,Alzheimer's type",Dementia,416780008
Eu00112,"[X]Senile dementia,Alzheimer's type",Dementia,26929004
Eu00200,"[X]Dementia in Alzheimer's dis, atypical or mixed type",Dementia,419261000000107
Eu00z00,"[X]Dementia in Alzheimer's disease, unspecified",Dementia,26929004
Eu01.00,[X]Vascular dementia,Dementia,429998004
Eu01200,[X]Subcortical vascular dementia,Dementia,230286002
Eu01y00,[X]Other vascular dementia,Dementia,429998004
Eu01z00,"[X]Vascular dementia, unspecified",Dementia,429998004
Eu02.00,[X]Dementia in other diseases classified elsewhere,Dementia,191519005
Eu02000,[X]Dementia in Pick's disease,Dementia,21921000119103
Eu02100,[X]Dementia in Creutzfeldt-Jakob disease,Dementia,429458009
Eu02200,[X]Dementia in Huntington's disease,Dementia,442344002
Eu02300,[X]Dementia in Parkinson's disease,Dementia,425390006
Eu02500,[X]Lewy body dementia,Dementia,80098002
Eu02y00,[X]Dementia in other specified diseases classif elsewhere,Dementia,191519005
Eu02z00,[X] Unspecified dementia,Dementia,52448006
Eu04100,[X]Delirium superimposed on dementia,Dementia,2776000
F110.00,Alzheimer's disease,Dementia,26929004
F110000,Alzheimer's disease with early onset,Dementia,416780008
F110100,Alzheimer's disease with late onset,Dementia,416975007
F111.00,Pick's disease,Dementia,13092008
Fyu3000,[X]Other Alzheimer's disease,Dementia,26929004
E001.00,Presenile dementia,Dementia,12348006
E001000,Uncomplicated presenile dementia,Dementia,191451009
E001100,Presenile dementia with delirium,Dementia,191452002
E001200,Presenile dementia with paranoia,Dementia,191454001
E001300,Presenile dementia with depression,Dementia,191455000
E001z00,Presenile dementia NOS,Dementia,12348006
E002.00,Senile dementia with depressive or paranoid features,Dementia,191457008
E002000,Senile dementia with paranoia,Dementia,191458003
E002100,Senile dementia with depression,Dementia,191459006
E002z00,Senile dementia with depressive or paranoid features NOS,Dementia,191457008
E003.00,Senile dementia with delirium,Dementia,191461002
E004.00,Arteriosclerotic dementia,Dementia,56267009
E00..00,Senile and presenile organic psychotic conditions,Dementia,268612007
E004100,Arteriosclerotic dementia with delirium,Dementia,191464005
E004000,Uncomplicated arteriosclerotic dementia,Dementia,191463004
E004.11,Multi infarct dementia,Dementia,56267009
9Ou5.00,Dementia monitoring telephone invite,Dementia,716991000000108
E00..11,Senile dementia,Dementia,15662003
E00..12,Senile/presenile dementia,Dementia,52448006
E000.00,Uncomplicated senile dementia,Dementia,191449005
8BK0.00,Depression management programme,Depression,401174001
8CAa.00,Patient given advice about management of depression,Depression,415044007
9H90.00,Depression annual review,Depression,413972000
9H91.00,Depression medication review,Depression,413974004
9H92.00,Depression interim review,Depression,413973005
9HA0.00,On depression register,Depression,413169006
9k4..00,Depression - enhanced services administration,Depression,166291000000108
E112.00,Single major depressive episode,Depression,268620009
E112.12,Endogenous depression first episode,Depression,231499006
E112.13,Endogenous depression first episode,Depression,231499006
E112.14,Endogenous depression,Depression,300706003
E112000,"Single major depressive episode, unspecified",Depression,268620009
E11z200,Masked depression,Depression,231500002
E11y200,Atypical depressive disorder,Depression,191659001
E113700,Recurrent depression,Depression,191616006
Eu33000,"[X]Recurrent depressive disorder, current episode mild",Depression,310495003
Eu33.00,[X]Recurrent depressive disorder,Depression,191616006
Eu33214,"[X]Vital depression, recurrent without psychotic symptoms",Depression,310497006
Eu33400,"[X]Recurrent depressive disorder, currently in remission",Depression,698957003
Eu33y00,[X]Other recurrent depressive disorders,Depression,191616006
Eu33z00,"[X]Recurrent depressive disorder, unspecified",Depression,191616006
Eu34100,[X]Dysthymia,Depression,78667006
E130.00,Reactive depressive psychosis,Depression,191676002
E118.00,Seasonal affective disorder,Depression,247803002
E113z00,Recurrent major depressive episode NOS,Depression,268621008
E113600,"Recurrent major depressive episodes, in full remission",Depression,191615005
E113400,"Recurrent major depressive episodes, severe, with psychosis",Depression,191613003
E113200,"Recurrent major depressive episodes, moderate",Depression,191611001
E113100,"Recurrent major depressive episodes, mild",Depression,191610000
E113000,"Recurrent major depressive episodes, unspecified",Depression,268621008
E113.11,Endogenous depression - recurrent,Depression,274948002
E112z00,Single major depressive episode NOS,Depression,268620009
E112600,"Single major depressive episode, in full remission",Depression,191606003
E112400,"Single major depressive episode, severe, with psychosis",Depression,191604000
E112300,"Single major depressive episode, severe, without psychosis",Depression,764631000000108
E112200,"Single major depressive episode, moderate",Depression,191602001
E112100,"Single major depressive episode, mild",Depression,191601008
Eu32z00,"[X]Depressive episode, unspecified",Depression,35489007
Eu33211,[X]Endogenous depression without psychotic symptoms,Depression,300706003
Eu32y00,[X]Other depressive episodes,Depression,35489007
Eu33100,"[X]Recurrent depressive disorder, current episode moderate",Depression,310496002
Eu32900,"Single major depressive episode, severe, with psychosis, psychosis in remission",Depression,755321000000106
Eu32500,"[X]Major depression, mild",Depression,87512008
Eu32400,[X]Mild depression,Depression,310495003
Eu32300,[X]Severe depressive episode with psychotic symptoms,Depression,191604000
Eu32200,[X]Severe depressive episode without psychotic symptoms,Depression,397701000000102
Eu32100,[X]Moderate depressive episode,Depression,465441000000108
Eu32000,[X]Mild depressive episode,Depression,430421000000104
E2B1.00,Chronic depression,Depression,192080009
E2B..00,Depressive disorder NEC,Depression,35489007
E291.00,Prolonged depressive reaction,Depression,192049004
E135.00,Agitated depression,Depression,83458005
E130.11,Psychotic reactive depression,Depression,191676002
B7A..11,Dermoid cyst of ovary,Dermoid cyst Of Ovary,119423009
C10F711,Type II diabetes mellitus - poor control,Diabetes,443694000
C10F700,Type 2 diabetes mellitus - poor control,Diabetes,443694000
C10F511,Type II diabetes mellitus with gangrene,Diabetes,190390000
C10F500,Type 2 diabetes mellitus with gangrene,Diabetes,190390000
C10F411,Type II diabetes mellitus with ulcer,Diabetes,190389009
C10F400,Type 2 diabetes mellitus with ulcer,Diabetes,190389009
C10F311,Type II diabetes mellitus with multiple complications,Diabetes,190388001
C10F300,Type 2 diabetes mellitus with multiple complications,Diabetes,190388001
C10F.11,Type II diabetes mellitus,Diabetes,44054006
C10F.00,Type 2 diabetes mellitus,Diabetes,44054006
C10ER00,Latent autoimmune diabetes mellitus in adult,Diabetes,426875007
C10EP00,Type 1 diabetes mellitus with exudative maculopathy,Diabetes,420486006
C10EL11,Type I diabetes mellitus with persistent microalbuminuria,Diabetes,401110002
C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,Diabetes,71771000119100
C10EH00,Type 1 diabetes mellitus with arthropathy,Diabetes,314893005
C10EE12,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes,237632004
C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes,314771006
C10EA12,Insulin-dependent diabetes without complication,Diabetes,111552007
C10EA11,Type I diabetes mellitus without complication,Diabetes,313435000
C10EA00,Type 1 diabetes mellitus without complication,Diabetes,313435000
C10E911,Type I diabetes mellitus maturity onset,Diabetes,190372001
C10E900,Type 1 diabetes mellitus maturity onset,Diabetes,190372001
C10E811,Type I diabetes mellitus - poor control,Diabetes,444073006
C10E800,Type 1 diabetes mellitus - poor control,Diabetes,444073006
C10E611,Type I diabetes mellitus with gangrene,Diabetes,190369008
C10E600,Type 1 diabetes mellitus with gangrene,Diabetes,190369008
C10E511,Type I diabetes mellitus with ulcer,Diabetes,190368000
C10E500,Type 1 diabetes mellitus with ulcer,Diabetes,190368000
C10E412,Unstable insulin dependent diabetes mellitus,Diabetes,11530004
C10E411,Unstable type I diabetes mellitus,Diabetes,290002008
C10E400,Unstable type 1 diabetes mellitus,Diabetes,290002008
C10E000,Type 1 diabetes mellitus with renal complications,Diabetes,421893009
C10E.12,Insulin dependent diabetes mellitus,Diabetes,73211009
C10E.11,Type I diabetes mellitus,Diabetes,46635009
C10E.00,Type 1 diabetes mellitus,Diabetes,46635009
C10D.11,Maturity onset diabetes in youth type 2,Diabetes,237604008
C10C.12,Maturity onset diabetes in youth type 1,Diabetes,609562003
C10C.11,Maturity onset diabetes in youth,Diabetes,609561005
C10C.00,Diabetes mellitus autosomal dominant,Diabetes,609561005
C10A100,Malnutrition-related diabetes mellitus with ketoacidosis,Diabetes,190406000
C109J11,Insulin treated non-insulin dependent diabetes mellitus,Diabetes,237599002
C109J00,Insulin treated Type 2 diabetes mellitus,Diabetes,237599002
C109G00,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes,314903002
C109900,Non-insulin-dependent diabetes mellitus without complication,Diabetes,313436004
C109012,Type 2 diabetes mellitus with renal complications,Diabetes,420279001
C109011,Type II diabetes mellitus with renal complications,Diabetes,420279001
C109000,Non-insulin-dependent diabetes mellitus with renal comps,Diabetes,420279001
C109.11,NIDDM - Non-insulin dependent diabetes mellitus,Diabetes,44054006
C108z00,Unspecified diabetes mellitus with multiple complications,Diabetes,385041000000108
C108A00,Insulin-dependent diabetes without complication,Diabetes,111552007
C108400,Unstable insulin dependent diabetes mellitus,Diabetes,11530004
C108012,Type 1 diabetes mellitus with renal complications,Diabetes,421893009
C108011,Type I diabetes mellitus with renal complications,Diabetes,421893009
C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,Diabetes,421895002
C107400,NIDDM with peripheral circulatory disorder,Diabetes,422166005
C107300,IDDM with peripheral circulatory disorder,Diabetes,421895002
C106z00,Diabetes mellitus NOS with neurological manifestation,Diabetes,422088007
C106.12,Diabetes mellitus with neuropathy,Diabetes,230572002
C105z00,Diabetes mellitus NOS with ophthalmic manifestation,Diabetes,25093002
C105y00,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes,25093002
C103z00,Diabetes mellitus NOS with ketoacidotic coma,Diabetes,420422005
C103y00,Other specified diabetes mellitus with coma,Diabetes,420662003
C102z00,Diabetes mellitus NOS with hyperosmolar coma,Diabetes,422126006
C102100,"Diabetes mellitus, adult onset, with hyperosmolar coma",Diabetes,190331003
C102000,"Diabetes mellitus, juvenile type, with hyperosmolar coma",Diabetes,190330002
C102.00,Diabetes mellitus with hyperosmolar coma,Diabetes,422126006
C101z00,Diabetes mellitus NOS with ketoacidosis,Diabetes,420422005
C101y00,Other specified diabetes mellitus with ketoacidosis,Diabetes,420422005
C101.00,Diabetes mellitus with ketoacidosis,Diabetes,420422005
C100z00,Diabetes mellitus NOS with no mention of complication,Diabetes,111552007
C100112,Non-insulin dependent diabetes mellitus,Diabetes,44054006
C100011,Insulin dependent diabetes mellitus,Diabetes,73211009
C100000,"Diabetes mellitus, juvenile type, no mention of complication",Diabetes,313435000
C100.00,Diabetes mellitus with no mention of complication,Diabetes,111552007
C10..00,Diabetes mellitus,Diabetes,73211009
66AV.00,Diabetic on insulin and oral treatment,Diabetes,314194001
66As.00,Diabetic on subcutaneous treatment,Diabetes,527691000000107
66AL.00,Diabetic-uncooperative patient,Diabetes,170770003
66AK.00,Diabetic - cooperative patient,Diabetes,170769004
66AJz00,Diabetic - poor control NOS,Diabetes,268519009
66AJ100,Brittle diabetes,Diabetes,11530004
66AJ.11,Unstable diabetes,Diabetes,11530004
66AJ.00,Diabetic - poor control,Diabetes,268519009
66A5.00,Diabetic on insulin,Diabetes,170747006
66A4.00,Diabetic on oral treatment,Diabetes,170746002
66A3.00,Diabetic on diet only,Diabetes,170745003
13L4.11,Diabetic child,Diabetes,444094009
L180X00,"Pre-existing diabetes mellitus, unspecified",Diabetes,385051000000106
L180700,Pre-existing malnutrition-related diabetes mellitus,Diabetes,199231005
L180600,"Pre-existing diabetes mellitus, non-insulin-dependent",Diabetes,199230006
L180500,"Pre-existing diabetes mellitus, insulin-dependent",Diabetes,385051000000106
F420z00,Diabetic retinopathy NOS,Diabetes,4855003
F420700,High risk proliferative diabetic retinopathy,Diabetes,312907002
F420600,Non proliferative diabetic retinopathy,Diabetes,390834004
F420400,Diabetic maculopathy,Diabetes,232020009
F420300,Advanced diabetic maculopathy,Diabetes,193350004
F420200,Preproliferative diabetic retinopathy,Diabetes,193349004
F420100,Proliferative diabetic retinopathy,Diabetes,59276001
F420.00,Diabetic retinopathy,Diabetes,4855003
F3y0.00,Diabetic mononeuropathy,Diabetes,230577008
F381311,Diabetic amyotrophy,Diabetes,39058009
F381300,Myasthenic syndrome due to diabetic amyotrophy,Diabetes,267604001
F372.12,Diabetic neuropathy,Diabetes,230572002
F372.11,Diabetic polyneuropathy,Diabetes,49455004
Cyu2000,[X]Other specified diabetes mellitus,Diabetes,73211009
C10zz00,Diabetes mellitus NOS with unspecified complication,Diabetes,74627003
C10z.00,Diabetes mellitus with unspecified complication,Diabetes,74627003
C10yz00,Diabetes mellitus NOS with other specified manifestation,Diabetes,73211009
C10y.00,Diabetes mellitus with other specified manifestation,Diabetes,74627003
C10N000,Secondary diabetes mellitus without complication,Diabetes,8801005
C10N.00,Secondary diabetes mellitus,Diabetes,8801005
C10G.00,Secondary pancreatic diabetes mellitus,Diabetes,51002006
C10FJ11,Insulin treated Type II diabetes mellitus,Diabetes,237599002
C10FH11,Type II diabetes mellitus with neuropathic arthropathy,Diabetes,314904008
C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes,314904008
C10FG11,Type II diabetes mellitus with arthropathy,Diabetes,314903002
C10FG00,Type 2 diabetes mellitus with arthropathy,Diabetes,314903002
C10FF11,Type II diabetes mellitus with peripheral angiopathy,Diabetes,314902007
C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes,314902007
C10FD11,Type II diabetes mellitus with hypoglycaemic coma,Diabetes,719216001
C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes,719216001
C10F911,Type II diabetes mellitus without complication,Diabetes,313436004
C10F900,Type 2 diabetes mellitus without complication,Diabetes,313436004
